561721.81	2911248.75	1334.85
561724.19	2911253.00	1332.68
561733.56	2911238.25	1326.34
561758.69	2911242.00	1299.22
561750.00	2911225.75	1306.95
561767.13	2911258.25	1291.01
561784.38	2911245.25	1273.40
561793.75	2911261.25	1267.31
561804.19	2911276.75	1263.55
561814.44	2911246.75	1257.06
561804.00	2911231.25	1260.89
561825.38	2911262.00	1254.52
561849.69	2911245.50	1252.27
561837.13	2911276.75	1253.72
561861.50	2911260.50	1251.66
561815.50	2911291.75	1261.81
561849.50	2911291.25	1254.40
561828.88	2911305.75	1264.63
561864.69	2911304.50	1261.27
561876.75	2911319.00	1261.37
561899.69	2911303.50	1256.12
561886.19	2911335.00	1255.83
561909.81	2911319.00	1252.05
561865.31	2911349.50	1265.57
561898.75	2911349.25	1257.13
561877.25	2911364.25	1265.56
561855.75	2911379.25	1274.06
561890.13	2911378.50	1267.77
561834.75	2911394.00	1283.56
561870.06	2911392.75	1279.40
561849.75	2911407.25	1290.43
561862.25	2911421.50	1291.96
561883.13	2911407.00	1282.03
561895.44	2911421.25	1283.24
561927.69	2911421.50	1272.49
561915.19	2911407.25	1270.95
561940.88	2911435.50	1275.71
561959.50	2911422.00	1260.92
561971.50	2911436.50	1261.47
561983.88	2911451.00	1262.69
561998.44	2911439.50	1255.55
561997.06	2911465.00	1265.64
562009.25	2911450.50	1258.06
561977.44	2911479.25	1278.00
562010.94	2911479.00	1269.70
561957.25	2911493.50	1289.36
561990.19	2911493.50	1279.85
561936.31	2911508.25	1299.09
561969.63	2911508.00	1290.33
561903.06	2911508.50	1307.73
561892.63	2911493.00	1310.68
561914.94	2911523.25	1307.88
561949.13	2911522.50	1301.19
561880.31	2911524.00	1313.43
561894.44	2911537.75	1318.60
561869.31	2911509.00	1315.01
561846.06	2911524.75	1319.65
561859.31	2911538.75	1322.90
561834.75	2911510.00	1320.56
561818.81	2911525.00	1326.72
561858.00	2911494.00	1316.03
561823.31	2911495.00	1321.38
561807.38	2911510.50	1325.68
561811.13	2911480.50	1320.46
561795.81	2911495.75	1326.49
561801.31	2911469.75	1318.77
561785.63	2911467.50	1325.08
561791.13	2911476.50	1323.96
561782.19	2911480.75	1327.93
561788.06	2911477.25	1325.10
561771.56	2911478.00	1330.79
561771.25	2911472.00	1329.69
561770.88	2911468.50	1329.08
561770.00	2911475.75	1330.77
561763.44	2911470.00	1331.91
561752.56	2911478.00	1340.88
561758.81	2911487.25	1340.08
561763.31	2911469.00	1331.75
561766.56	2911466.00	1330.15
561746.56	2911468.50	1342.87
561757.69	2911465.50	1334.76
561735.13	2911476.75	1355.30
561729.38	2911467.00	1357.94
561741.00	2911486.25	1353.38
561724.31	2911484.50	1369.71
561730.31	2911494.00	1368.11
561718.56	2911474.75	1372.08
561708.31	2911482.00	1387.61
561702.50	2911472.25	1390.02
561714.13	2911491.75	1385.54
561698.31	2911489.00	1403.95
561704.25	2911498.50	1402.13
561692.50	2911479.25	1406.09
561682.56	2911486.25	1422.33
561688.56	2911495.75	1420.69
561676.63	2911476.75	1424.17
561666.44	2911484.00	1439.59
561686.63	2911469.75	1408.19
561670.44	2911467.25	1425.53
561660.19	2911474.50	1440.59
561680.50	2911460.25	1409.87
561696.63	2911462.50	1392.32
561664.06	2911458.00	1426.31
561653.56	2911465.50	1440.70
561674.25	2911450.75	1411.09
561690.63	2911453.00	1394.23
561657.50	2911449.00	1426.73
561646.81	2911456.50	1440.60
561667.94	2911441.50	1412.04
561684.44	2911443.50	1395.80
561650.94	2911439.75	1426.94
561661.56	2911432.25	1412.91
561640.06	2911447.75	1440.32
561633.25	2911438.75	1439.95
561644.31	2911430.75	1427.10
561621.75	2911447.00	1451.46
561628.56	2911456.00	1451.96
561614.81	2911438.25	1450.79
561626.44	2911429.75	1439.54
561602.94	2911447.00	1461.30
561609.94	2911455.75	1462.34
561595.94	2911438.25	1460.44
561607.94	2911429.50	1450.27
561593.31	2911446.25	1468.97
561592.94	2911445.75	1468.88
561598.75	2911450.00	1467.88
561599.75	2911451.00	1468.00
561602.69	2911454.50	1468.10
561603.31	2911455.00	1468.11
561607.75	2911457.25	1466.68
561608.75	2911458.25	1466.57
561614.25	2911463.00	1466.16
561617.25	2911464.25	1464.05
561615.06	2911464.00	1466.22
561616.50	2911464.75	1465.82
561617.50	2911465.50	1465.79
561622.13	2911469.50	1465.60
561626.75	2911470.75	1463.47
561627.25	2911470.75	1463.17
561635.44	2911464.75	1452.47
561627.63	2911471.75	1463.67
561642.38	2911473.50	1453.35
561627.50	2911471.50	1463.59
561627.88	2911472.75	1464.17
561628.81	2911473.00	1463.82
561638.38	2911476.50	1459.96
561638.75	2911477.25	1460.29
561642.19	2911480.50	1459.67
561649.31	2911482.50	1454.08
561643.00	2911481.75	1459.85
561647.38	2911483.75	1457.98
561647.75	2911484.50	1458.20
561652.94	2911489.75	1456.36
561655.94	2911491.50	1454.02
561655.44	2911491.25	1454.59
561655.81	2911491.50	1454.31
561656.19	2911491.75	1454.05
561672.56	2911493.25	1438.32
561663.38	2911498.75	1452.94
561663.75	2911499.50	1453.19
561679.06	2911502.50	1438.01
561663.94	2911500.50	1453.65
561669.69	2911507.25	1454.44
561663.81	2911500.00	1453.41
561670.50	2911508.50	1454.81
561670.69	2911509.00	1455.02
561685.69	2911511.50	1437.98
561670.56	2911508.75	1454.96
561675.94	2911516.00	1455.46
561694.69	2911505.25	1419.40
561700.63	2911515.00	1417.67
561710.19	2911508.25	1400.50
561692.13	2911520.75	1437.64
561706.19	2911524.75	1415.01
561677.31	2911518.00	1455.66
561678.50	2911520.25	1456.45
561677.19	2911517.50	1455.53
561677.13	2911517.50	1455.50
561683.25	2911526.75	1456.42
561698.69	2911529.75	1437.60
561680.88	2911524.50	1457.56
561682.31	2911526.50	1457.77
561682.69	2911527.25	1457.88
561686.13	2911533.25	1458.29
561689.50	2911536.25	1455.44
561687.25	2911535.50	1458.84
561705.63	2911538.50	1438.49
561713.69	2911533.00	1417.45
561696.13	2911545.25	1455.57
561691.25	2911542.00	1459.65
561713.25	2911546.75	1441.21
561702.63	2911554.25	1455.44
561721.81	2911540.75	1421.55
561729.56	2911549.00	1424.66
561738.25	2911543.00	1405.34
561720.19	2911555.50	1442.10
561736.56	2911557.50	1425.80
561745.88	2911551.25	1408.05
561726.50	2911564.75	1441.42
561743.00	2911566.75	1425.43
561709.06	2911563.50	1455.05
561715.38	2911572.75	1454.31
561732.44	2911574.25	1439.78
561706.56	2911571.25	1463.86
561709.06	2911576.50	1464.56
561704.94	2911568.00	1463.43
561704.31	2911566.75	1463.17
561704.19	2911566.25	1463.06
561702.75	2911562.25	1462.27
561700.94	2911559.25	1462.03
561699.69	2911556.25	1460.96
561699.69	2911556.00	1460.78
561698.44	2911553.50	1460.77
561695.88	2911550.50	1461.52
561694.06	2911546.50	1460.05
561694.06	2911546.25	1459.93
561693.31	2911544.50	1459.49
561709.25	2911576.75	1464.67
561710.75	2911579.75	1465.17
561721.75	2911581.75	1453.79
561710.88	2911580.25	1465.29
561712.75	2911585.50	1467.05
561713.56	2911586.75	1467.03
561713.94	2911587.25	1467.02
561715.25	2911589.25	1466.93
561728.13	2911591.00	1453.40
561738.63	2911583.50	1438.81
561717.63	2911594.25	1467.54
561718.44	2911596.75	1468.18
561718.75	2911597.50	1468.32
561719.19	2911598.25	1468.30
561734.63	2911600.00	1453.20
561745.06	2911592.75	1438.50
561720.63	2911601.75	1468.94
561724.38	2911607.25	1468.42
561741.19	2911609.00	1453.34
561721.44	2911603.00	1469.03
561723.63	2911606.75	1469.03
561723.88	2911607.25	1469.12
561724.06	2911607.50	1469.19
561726.81	2911612.00	1469.63
561730.81	2911616.50	1468.26
561729.31	2911616.00	1470.37
561747.88	2911618.00	1453.63
561758.31	2911610.75	1438.87
561737.31	2911625.50	1468.07
561731.44	2911620.50	1471.70
561754.44	2911627.00	1453.82
561764.94	2911619.50	1439.19
561743.75	2911634.75	1467.84
561761.25	2911635.75	1454.53
561737.69	2911629.25	1471.43
561741.13	2911634.00	1471.15
561735.75	2911626.50	1471.44
561735.19	2911625.50	1471.37
561734.81	2911625.00	1471.37
561741.50	2911634.50	1471.12
561742.25	2911635.75	1471.15
561744.50	2911638.25	1470.91
561750.50	2911643.50	1468.60
561748.19	2911643.00	1471.37
561748.38	2911643.25	1471.38
561749.31	2911644.25	1471.38
561752.25	2911647.00	1471.06
561757.75	2911651.75	1470.61
561768.44	2911644.25	1456.36
561756.38	2911651.00	1471.37
561757.13	2911651.75	1471.36
561757.50	2911652.00	1471.30
561758.81	2911653.00	1471.06
561768.00	2911654.75	1466.77
561775.94	2911652.50	1459.08
561769.31	2911655.25	1466.41
561769.81	2911655.50	1466.53
561770.63	2911656.25	1466.74
561781.31	2911660.00	1465.84
561784.38	2911660.00	1464.25
561795.50	2911652.00	1451.30
561781.44	2911660.00	1465.81
561783.69	2911660.50	1465.52
561785.38	2911660.50	1465.19
561793.63	2911660.25	1462.71
561804.44	2911659.00	1457.85
561800.31	2911659.75	1460.28
561803.81	2911659.50	1458.79
561804.88	2911659.25	1458.29
561809.44	2911658.75	1456.31
561815.31	2911651.25	1444.20
561811.63	2911658.25	1455.29
561806.31	2911644.25	1437.51
561826.19	2911643.50	1430.49
561787.06	2911644.50	1446.07
561797.88	2911636.75	1432.32
561779.06	2911636.75	1442.16
561771.75	2911628.50	1440.01
561790.00	2911629.00	1428.73
561782.75	2911620.50	1426.67
561809.00	2911629.00	1419.35
561801.31	2911620.75	1416.18
561817.25	2911636.50	1423.99
561828.56	2911628.50	1411.57
561837.13	2911635.75	1417.06
561846.63	2911642.25	1425.05
561858.00	2911634.00	1412.73
561835.25	2911650.50	1437.47
561856.00	2911649.00	1432.77
561828.50	2911655.25	1446.55
561828.06	2911655.25	1446.74
561834.56	2911653.75	1443.26
561839.06	2911652.75	1440.86
561843.88	2911651.50	1438.06
561850.75	2911650.00	1435.27
561854.63	2911649.75	1434.44
561856.81	2911649.25	1433.68
561861.88	2911648.25	1432.13
561862.25	2911648.25	1432.05
561867.69	2911640.50	1421.32
561875.69	2911645.50	1428.56
561879.56	2911632.00	1410.16
561869.88	2911625.50	1401.75
561889.19	2911638.50	1418.55
561901.56	2911629.50	1408.83
561880.00	2911645.00	1427.78
561880.50	2911645.00	1427.68
561889.44	2911642.50	1424.70
561894.19	2911641.50	1423.24
561897.75	2911640.50	1422.05
561902.50	2911639.75	1421.11
561910.88	2911636.00	1416.51
561907.00	2911638.75	1420.25
561913.00	2911637.25	1418.71
561916.19	2911636.50	1418.00
561928.69	2911634.25	1416.24
561932.50	2911633.50	1415.55
561923.63	2911626.75	1407.71
561932.94	2911633.25	1415.44
561933.19	2911633.25	1415.40
561945.44	2911624.50	1405.82
561936.50	2911617.50	1399.38
561935.56	2911632.75	1414.99
561944.50	2911630.00	1412.16
561950.00	2911627.75	1409.69
561951.75	2911627.25	1409.18
561957.56	2911626.75	1408.61
561966.88	2911622.25	1403.05
561961.69	2911626.00	1407.65
561958.56	2911614.75	1398.12
561980.00	2911612.75	1395.28
561971.88	2911605.00	1390.95
561987.88	2911620.75	1398.99
561982.25	2911622.50	1402.05
562000.63	2911611.25	1390.33
561993.00	2911603.25	1387.14
562008.69	2911619.00	1394.52
562004.75	2911619.75	1395.93
562021.56	2911609.75	1385.99
562013.75	2911601.75	1382.48
562029.88	2911617.25	1390.94
562026.00	2911618.00	1392.13
562042.81	2911607.75	1382.66
562034.94	2911600.00	1378.98
562051.31	2911615.25	1388.13
562064.13	2911605.75	1379.58
562047.44	2911616.00	1389.49
562050.44	2911615.75	1389.29
562030.56	2911617.75	1391.74
562029.81	2911617.75	1391.84
562029.13	2911617.75	1391.92
562050.63	2911615.75	1389.26
562052.13	2911615.50	1389.10
562070.25	2911613.00	1386.89
562073.25	2911612.75	1386.69
562071.00	2911613.00	1386.88
562072.94	2911613.00	1387.11
562073.63	2911612.75	1387.11
562076.00	2911612.25	1386.98
562076.44	2911612.00	1386.89
562086.38	2911603.25	1378.84
562089.38	2911607.25	1384.84
562077.94	2911595.75	1373.50
562056.25	2911598.00	1375.65
562100.75	2911592.50	1374.32
562092.31	2911585.25	1369.02
562109.13	2911599.50	1381.52
562107.25	2911600.25	1382.04
562109.38	2911599.00	1381.20
562112.31	2911596.25	1379.57
562116.94	2911591.00	1376.30
562119.00	2911589.75	1375.65
562118.94	2911590.00	1375.85
562114.56	2911582.50	1368.22
562120.81	2911586.75	1373.44
562124.69	2911582.25	1369.83
562125.69	2911580.75	1368.74
562127.56	2911573.00	1360.08
562129.00	2911578.75	1366.91
562106.63	2911574.50	1364.29
562119.94	2911565.00	1356.84
562083.88	2911577.75	1363.57
562069.81	2911588.00	1368.94
562097.94	2911567.50	1358.17
562073.75	2911571.75	1353.62
562109.75	2911559.00	1346.69
562085.06	2911563.75	1340.76
562131.06	2911557.00	1343.52
562120.50	2911551.50	1332.27
562140.94	2911563.25	1352.69
562142.38	2911554.50	1347.87
562138.81	2911567.50	1357.34
562135.50	2911571.50	1361.48
562145.19	2911565.50	1357.33
562144.88	2911564.00	1356.27
562143.63	2911562.50	1354.35
562144.13	2911560.75	1352.89
562143.13	2911560.00	1351.84
562143.63	2911556.25	1349.68
562135.81	2911573.00	1363.00
562133.31	2911576.50	1365.45
562144.31	2911552.25	1345.55
562144.75	2911547.00	1336.92
562149.63	2911548.50	1343.37
562150.00	2911547.50	1342.63
562149.88	2911545.50	1340.25
562151.81	2911541.75	1336.38
562150.13	2911541.25	1335.33
562149.44	2911537.50	1332.82
562135.50	2911540.50	1329.14
562150.25	2911539.75	1334.54
562149.50	2911537.50	1332.67
562149.75	2911530.00	1324.11
562125.13	2911534.75	1318.52
562154.00	2911532.00	1328.70
562154.31	2911531.25	1328.15
562153.75	2911529.00	1325.57
562156.81	2911524.75	1320.64
562153.06	2911525.25	1321.38
562142.19	2911521.75	1321.05
562153.50	2911523.75	1320.49
562112.88	2911531.75	1298.47
562111.00	2911532.50	1297.38
562134.19	2911514.00	1317.16
562111.19	2911531.75	1297.26
562154.69	2911512.75	1311.45
562146.81	2911505.00	1308.16
562154.75	2911520.75	1318.89
562160.88	2911518.00	1315.69
562153.88	2911521.75	1319.51
562163.94	2911514.50	1313.58
562163.75	2911511.75	1311.46
562164.38	2911510.75	1310.63
562167.38	2911503.75	1302.35
562172.50	2911506.75	1307.06
562173.44	2911505.75	1306.27
562173.06	2911502.75	1303.30
562174.94	2911500.75	1301.02
562177.88	2911497.75	1297.62
562180.19	2911494.50	1293.60
562174.31	2911496.25	1296.72
562180.94	2911494.75	1294.47
562181.31	2911494.25	1293.88
562185.38	2911491.00	1290.38
562186.56	2911489.75	1288.60
562184.44	2911490.25	1289.75
562179.38	2911493.50	1293.48
562177.75	2911494.50	1294.64
562160.56	2911494.75	1302.14
562174.13	2911494.50	1296.21
562136.13	2911499.25	1298.09
562151.31	2911487.75	1296.29
562123.00	2911508.75	1305.40
562107.88	2911506.75	1284.07
562101.69	2911525.25	1290.99
562092.75	2911518.00	1285.62
562106.94	2911529.50	1294.36
562100.88	2911525.75	1290.64
562109.38	2911531.25	1295.96
562109.69	2911531.25	1296.17
562069.56	2911533.50	1291.39
562086.56	2911545.25	1304.09
562100.06	2911525.50	1290.34
562089.75	2911520.25	1284.75
562089.50	2911520.25	1284.65
562087.06	2911519.25	1283.96
562053.63	2911520.50	1283.05
562087.13	2911518.75	1283.67
562033.50	2911534.50	1295.20
562017.88	2911521.50	1287.55
562050.88	2911546.50	1307.03
562015.19	2911547.75	1311.26
562070.69	2911557.50	1323.27
562091.38	2911550.50	1313.23
562033.13	2911559.50	1323.97
562054.81	2911565.25	1329.59
562060.25	2911564.50	1329.15
562045.19	2911566.25	1330.15
562061.56	2911567.50	1338.25
562042.50	2911566.00	1329.96
562039.75	2911570.00	1340.14
562031.19	2911566.00	1330.41
562026.69	2911566.00	1330.71
562018.81	2911571.50	1344.43
562024.13	2911565.75	1330.53
562029.38	2911577.25	1355.39
562008.31	2911579.00	1359.41
562050.94	2911575.00	1352.82
562039.25	2911583.25	1364.71
562061.06	2911581.00	1362.88
562018.06	2911585.25	1368.32
562026.81	2911592.25	1374.42
562048.13	2911590.25	1371.22
562005.81	2911594.00	1378.55
561997.00	2911587.00	1372.24
562059.81	2911589.00	1369.96
562063.06	2911591.00	1370.93
562064.94	2911587.50	1368.49
562067.56	2911587.50	1368.53
562068.88	2911588.25	1369.03
562068.88	2911588.25	1369.11
562067.63	2911563.25	1327.79
562074.63	2911561.50	1325.97
562075.38	2911561.25	1325.76
562088.13	2911557.75	1324.07
562095.38	2911556.50	1325.28
562094.00	2911556.00	1323.18
562093.94	2911556.25	1323.25
562112.25	2911544.00	1327.27
562107.81	2911540.75	1303.96
562102.88	2911544.00	1305.87
562111.00	2911532.50	1297.40
562110.56	2911532.00	1296.80
562101.25	2911545.25	1307.23
562094.63	2911548.50	1310.38
562065.06	2911591.50	1371.27
562069.06	2911588.75	1369.30
562074.06	2911595.75	1373.60
561984.75	2911595.75	1382.38
561975.56	2911589.00	1375.11
561987.19	2911580.75	1363.24
561963.25	2911598.00	1385.04
561953.69	2911591.50	1376.77
561949.88	2911607.75	1392.29
561940.81	2911600.75	1385.32
561927.44	2911610.50	1392.40
561914.19	2911620.25	1399.81
561918.25	2911603.75	1385.19
561904.94	2911613.50	1392.39
561931.38	2911594.25	1377.38
561909.06	2911597.00	1378.00
561943.94	2911585.00	1368.07
561921.94	2911587.50	1369.51
561965.75	2911582.75	1366.14
561955.94	2911576.50	1357.07
561977.19	2911574.50	1353.62
561998.13	2911573.00	1349.30
561988.00	2911567.00	1339.43
562008.38	2911565.75	1333.62
562018.56	2911565.25	1330.48
562010.13	2911564.50	1330.42
562004.31	2911563.50	1329.78
562000.19	2911563.00	1329.67
561997.19	2911560.75	1327.82
561980.13	2911548.50	1316.84
561998.50	2911535.25	1301.00
561981.88	2911561.00	1330.53
561977.63	2911560.25	1330.19
561994.19	2911562.75	1330.08
561994.56	2911562.75	1330.03
561978.19	2911560.75	1330.67
561967.31	2911568.25	1344.50
561978.88	2911560.75	1330.46
561978.44	2911560.50	1330.39
561966.94	2911558.25	1329.64
561957.81	2911561.75	1336.41
561963.56	2911557.75	1329.61
561946.31	2911570.00	1348.67
561943.06	2911563.00	1339.78
561934.38	2911578.50	1359.75
561934.00	2911574.50	1354.89
561926.00	2911579.50	1360.66
561930.88	2911576.00	1356.89
561921.06	2911583.25	1364.67
561918.44	2911585.00	1366.70
561912.38	2911574.50	1361.89
561934.94	2911571.00	1350.52
561928.81	2911562.00	1342.12
561935.63	2911567.25	1346.04
561938.50	2911564.50	1342.39
561945.56	2911561.75	1338.05
561947.81	2911555.50	1330.18
561949.19	2911555.50	1329.74
561953.13	2911554.75	1327.99
561953.25	2911554.75	1327.96
561945.56	2911549.25	1323.13
561963.88	2911535.75	1307.39
561929.38	2911536.50	1313.63
561911.56	2911549.75	1330.27
561983.31	2911522.00	1294.04
561877.25	2911550.50	1336.49
561896.13	2911562.00	1352.15
561845.00	2911550.50	1347.00
561864.00	2911561.75	1362.96
561827.69	2911538.50	1334.80
561812.25	2911550.50	1356.35
561829.75	2911562.50	1369.02
561813.88	2911540.25	1340.31
561805.31	2911545.25	1349.72
561816.94	2911538.50	1337.21
561816.25	2911537.25	1336.40
561811.38	2911532.25	1334.41
561800.25	2911540.00	1347.49
561814.94	2911532.00	1332.90
561816.00	2911528.75	1330.32
561816.31	2911528.00	1329.73
561814.94	2911523.50	1327.50
561815.06	2911523.50	1327.49
561811.19	2911518.50	1326.96
561804.13	2911523.75	1332.38
561808.44	2911514.75	1326.49
561797.38	2911514.75	1331.55
561805.75	2911508.75	1325.81
561804.88	2911507.75	1325.89
561802.88	2911505.50	1326.07
561790.94	2911505.50	1331.43
561799.38	2911499.50	1326.17
561796.19	2911496.00	1326.47
561784.50	2911496.25	1331.24
561772.06	2911505.50	1341.35
561793.31	2911490.00	1326.03
561795.13	2911491.75	1325.76
561788.31	2911487.00	1327.01
561778.06	2911487.25	1330.91
561784.75	2911482.25	1327.42
561765.44	2911496.50	1340.64
561747.19	2911495.75	1352.57
561753.88	2911504.75	1353.16
561760.56	2911513.75	1353.85
561778.69	2911514.50	1341.98
561743.13	2911512.50	1367.59
561749.81	2911521.25	1368.15
561736.63	2911503.25	1367.60
561726.44	2911510.50	1383.38
561732.69	2911519.75	1382.68
561720.19	2911501.25	1384.13
561716.06	2911517.75	1398.66
561722.63	2911527.00	1398.67
561730.31	2911535.00	1401.65
561739.69	2911528.50	1383.92
561747.25	2911536.75	1386.73
561755.00	2911544.75	1389.81
561764.50	2911538.25	1372.48
561762.50	2911553.00	1392.32
561772.06	2911546.50	1375.31
561752.94	2911559.75	1409.39
561769.75	2911561.50	1394.13
561759.69	2911568.75	1409.85
561749.25	2911576.00	1424.66
561766.38	2911577.50	1410.15
561755.69	2911585.25	1424.31
561762.31	2911594.00	1424.47
561773.13	2911586.50	1410.71
561751.63	2911601.75	1438.60
561769.00	2911603.00	1424.93
561775.81	2911611.75	1425.59
561786.94	2911604.00	1412.66
561794.00	2911612.50	1414.09
561812.94	2911612.50	1404.50
561805.50	2911604.25	1402.16
561820.56	2911620.50	1407.52
561832.56	2911612.00	1396.83
561840.50	2911619.75	1400.72
561848.88	2911627.25	1405.70
561861.19	2911618.25	1395.90
561882.69	2911616.25	1393.22
